title,authors,summaries,page
Álomvilág: Elbeszélések,"Ambrus, Zoltán","""Álomvilág: Elbeszélések"" by Zoltán Ambrus is a collection of short stories written in the early 20th century. The book explores themes of dreams, adventure, and mystical encounters through the experiences of its young protagonist. The narrative blends elements of fantasy and reality, rich in imagery and emotional depth.  The opening of ""Álomvilág"" introduces the reader to a young boy who escapes from the confines of a large blue room, symbolizing the limitations of his everyday life. As he ventures into a dreamlike landscape, he encounters enchanting elements such as a shimmering river and a mysterious girl named Pókháló, who embodies a fairy-like persona. She offers him a life of happiness away from home but warns that he can never return. The story sets the tone for the rest of the collection, hinting at the interplay between desire and consequence in the realm of dreams and imagination. (This is an automatically generated summary.)",3
Nincsen ördög; A Magláy család; A ki holta után áll boszut,"Jókai, Mór","""Nincsen ördög; A Magláy család; A ki holta után áll boszut"" by Mór Jókai is a novel written in the late 19th century. The book explores the lives and experiences of its characters as they navigate various societal and personal challenges, intertwining themes of family and fate. The narrative begins with a journey on a train, gradually introducing key figures, including a wealthy family and a mysterious child.  The opening of the novel sets a vivid scene aboard a train traveling through picturesque landscapes, where a narrator encounters various characters, including a rich nobleman's entourage and a quiet, mute child named Jemmy. As the journey progresses, a conversation unfolds between the narrator and a doctor regarding the boy's past and his speech difficulties. This portion lays the groundwork for themes of connection, misunderstanding, and the complexities of human relationships, hinting at how these elements could intertwine in the greater narrative of the novel. (This is an automatically generated summary.)",3
Esztike kisasszony professzora: Regény,"Pálffy, Albert","""Esztike kisasszony professzora: Regény"" by Albert Pálffy is a novel written in the early 20th century. The story revolves around the Dorozsmay family, particularly their daughter Esztike, as well as other various characters navigating love, wealth, and social status in Hungarian society following the tumultuous history of the late 19th century. The narrative likely explores themes of familial duty, romantic aspirations, and the intricacies of social relationships amid changing fortunes.  The opening of the novel introduces readers to the origins and fortunes of the Dorozsmay family, recounting their historical struggles and eventual rise to wealth. It begins with a reflection on the family's past, highlighting significant ancestors and their fates, along with the current circumstances of Kálmán, a member of the family who inherits a modest estate after a series of misfortunes. As the plot unfolds, the focus shifts to the contemporary life of Kálmán’s daughter, Esztike, and examines her upbringing, prospects, and interactions with prospective suitors, mingling elements of romance and societal expectations as the characters seek their aspirations. (This is an automatically generated summary.)",3
Emlékezések,"Eötvös, Károly","""Emlékezések"" by Károly Eötvös is a collection of memoirs written in the late 19th century. This work reflects the author's observations and feelings about three generations he has witnessed, examining the social and cultural lives of Hungarian society during pivotal historical moments, particularly around the 1848 revolution. It offers insights into the lives of common people, their struggles, and the intricacies of their daily lives.  At the start of the memoirs, the author discusses his lack of formal diary-keeping but expresses the intention to document the significant experiences and characters he has encountered throughout his life. He reflects on his family's modest background and stresses the value of recounting the lives of ordinary people, particularly focusing on a character named Szombati, a ""házatlan zsöllér,"" or landless peasant. Through vivid descriptions of Szombati's makeshift home and trade skills, Eötvös paints a picture of the socio-economic conditions of the period while highlighting the resilience and resourcefulness of those living in modest circumstances. The opening sets the tone for a rich exploration of personal and collective memory, offering a glimpse into the historical context and cultural fabric of Hungary in that era. (This is an automatically generated summary.)",3
A leányvári boszorkány: Regény,"Lovik, Károly","""A leányvári boszorkány: Regény"" by Károly Lovik is a novel written in the early 20th century. The story appears to center around the life of Judex Mátyás, a nobleman and pawnbroker in the town of Selmecbánya, who is grappling with the challenges of raising his two daughters, Helén and Málika, amidst societal expectations and personal aspirations. As peculiar circumstances unfold—including an unusual incident involving a horse pawn—it is evident that the novel weaves themes of love, family dynamics, and local customs into its narrative.  At the start of the novel, we are introduced to Judex Mátyás as he interacts with a young academic named Hertelendi Tamás, who unexpectedly arrives at his pawnbroker's establishment with a horse. Judex initially resists the idea of a horse being pawned, but is quickly drawn into a humorous conversation where his character and the dynamic of the pawnbroking business are explored. We learn about Judex's two daughters—Helén, who is gentle and dreamy, and Málika, the clever and spirited one, nicknamed the ""leányvári boszorkány"" or ""the witch of Leányvár."" The opening effectively sets the tone for a tale that balances whimsical scenarios with deeper themes of familial responsibility and the societal expectations of women, building anticipation for how these characters will navigate their predicaments. (This is an automatically generated summary.)",3
Föld felett és viz alatt; A véres kenyér; A szegénység utja,"Jókai, Mór","""Föld felett és viz alatt; A véres kenyér; A szegénység útja"" by Mór Jókai is a novel written in the late 19th century. The work delves into the tumultuous historical context of Hungary, exploring themes of war, survival, and societal change through the experiences of its characters. Among them is Isaszeghy Gábor, a nobleman navigating a world ravaged by conflict and personal strife, reflecting on the devastation left behind by warfare and the quest for meaning and power amidst chaos.  The opening of the narrative sets a vivid scene in a barren landscape, showcasing the aftermath of futile conflicts and the desolation of war-torn territories. It introduces Isaszeghy Gábor, who faces the harsh realities of his environment, contemplating the devastating impact of years of strife on his land and people. As he recounts the history of his region and his personal journey, the reader is drawn into the broader narrative of survival and the search for wealth and glory, setting up a dramatic tale of adventure, misfortune, and complex character dynamics against a backdrop of societal upheaval. (This is an automatically generated summary.)",3
A Noszty fiu esete Tóth Marival (1. kötet),"Mikszáth, Kálmán","""A Noszty fiu esete Tóth Marival (1. kötet)"" by Kálmán Mikszáth is a novel written in the early 20th century. This work is a keen exploration of a young man's adventures and romantic entanglements, particularly focusing on the character of Noszty Ferencz, a charming but financially beleaguered lieutenant. The story delves into the themes of social status, love, and the humorous trials of its main characters amidst the societal backdrop of Hungary.  The opening of the novel introduces the protagonist, Noszty Ferencz, as a dashing young officer in a garrison town teeming with romantic prospects due to a nearby detachment of soldiers. Captivated by beautiful women and burdened with debts from his romantic pursuits, Noszty finds himself drawn to the lovely Velkovics Rozáliát, despite her pending engagement to another man. The narrative further explores the interactions and varying opinions of the influential figures surrounding Rozália, particularly her father, who disapproves of Noszty's social standing. As the young lieutenant's financial troubles deepen, he devises a risky plan that sets the stage for the unfolding drama, highlighting the immediate obstacles and humorous predicaments that accompany love and ambition in the context of their society. (This is an automatically generated summary.)",3
"Bernát Gáspár adomái, élczei, apró freskóképei és gazsiádái","Bernát, Gáspár","""Bernát Gáspár adomái, élczei, apró freskóképei és gazsiádái"" by Gáspár Bernát is a collection of anecdotes and humorous tales written in the late 19th century. The work revolves around the character Bernát Gáspár, portrayed as a charming and witty figure whose life experiences and interactions spark laughter and reflection. This collection seeks to capture both the light-hearted spirit and deeper truths of the human condition through the lens of humor.  The opening portion of the text sets the tone for the book by introducing Bernát Gazsi, a beloved character known for his vibrant personality and quick wit. It recounts the moments leading up to his death, revealing the affection that his friends and acquaintances hold for him. Gazsi engages in playful banter, reflecting on life, death, and the absurdities of existence while maintaining his characteristic sense of humor. Through a blend of personal reflections and clever exchanges, the beginning establishes the foundation for the stories to follow, showcasing Gazsi's unique perspective on the world around him. (This is an automatically generated summary.)",3
Az egri csillagok (I. kötet) : $b Bornemissza Gergely élete,"Gárdonyi, Géza","""Az egri csillagok (I. kötet): Bornemissza Gergely élete"" by Géza Gárdonyi is a historical novel published in 1901. Set during the Ottoman occupation of 16th-century Hungary, it follows young Bornemissza Gergely and Cecey Éva from childhood through the legendary siege of Eger in 1552. After being kidnapped by Turkish raiders as children, their lives intertwine through adventure, captivity, and romance, culminating in the heroic defense of Eger fortress where a small Hungarian garrison faces an overwhelming Ottoman army in a battle that would help define Europe's borders for generations. (This is an automatically generated summary.)",3
Édes anyaföldem! : Egy nép s egy ember története (1. kötet),"Benedek, Elek","""Édes anyaföldem! : Egy nép s egy ember története (1. kötet)"" by Elek Benedek is a historical narrative written in the early 20th century. The work appears to chronicle personal memories intertwined with the history of the Hungarian people, focusing on the author's homeland and his familial heritage. Through intimate storytelling, the author intends to illustrate the struggles and resilience of the Székely people, drawing upon both idyllic and dramatic elements from his life.  The opening of the narrative introduces the author’s reflective journey as he recalls his small village, Kisbaczon, its unique charm, and the lives of its inhabitants, especially his family. He begins with a poignant admission of having started the book amidst personal and national turmoil, suggesting a desire to document the history of a people who have faced numerous adversities. The text vividly describes the village's character—the lush landscapes, the close-knit community, and the lineage of its families—underscoring the author's nostalgia and emotional connection to his roots. As he recounts his ancestry, he highlights notable figures in his family, particularly his grandfathers, whose legacies deeply impacted his personal development and understanding of identity. (This is an automatically generated summary.)",3
Régi magyar vitézi énekek és elegyes dalok (1. kötet),"Thaly, Kálmán","""Régi magyar vitézi énekek és elegyes dalok (1. kötet)"" by Kálmán Thaly is a collection of historical poems and songs compiled during the mid-19th century. This volume focuses on gathering original manuscripts and previously dispersed printed works from the 16th, 17th, and 18th centuries, showcasing Hungary's rich poetic heritage. The collection emphasizes themes of heroism, national identity, and cultural expression through traditional Hungarian verses, which celebrate the valiant past of the nation and its integral history.  The opening of this compilation reveals Thaly's deep commitment to preserving the Hungarian poetic tradition, which he believes has been diminished over time. He expresses his admiration for the lyrical nature of the Hungarian people, illustrating how songs have documented their experiences of longing, loss, and valor throughout history. Thaly explains the challenges of gathering these songs, reminiscing about the wealth of lost works that reflect Hungary's distinct culture. Through this meticulous archival effort, Thaly aims to enrich the current landscape of Hungarian literature with these expressive, historical pieces. (This is an automatically generated summary.)",3
Fráter György: Történelmi regény (1. rész),"Jókai, Mór","""Fráter György: Történelmi regény (1. rész)"" by Mór Jókai is a historical novel written in the late 19th century. It captures the pageantry and intrigue of a bygone era by following the journey of the young and courageous protagonist, György Martinuzzi, who is a soldier for Prince Corvin János. The narrative explores not only the valiant actions of its characters but also dives into the complexities of court politics, war spoils, and societal norms of the time.  The opening of the novel introduces us to the bustling atmosphere of Buda Castle, where a contingent of soldiers arrives with a convoy filled with spoils from a victorious war against the Turks. György, a young officer serving under Prince Corvin, is anxious to present their captured treasures to the king and queen. The chapter unfolds with detailed descriptions of the soldiers and their equipment as they navigate the castle’s gates and encounter a series of humorous and significant moments that reflect their camaraderie. However, György's triumph quickly turns sour when his display of captured Turk heads incites the anger of the queen, leading to his abrupt dismissal from the royal presence. The narrative sets forth on an exciting historical journey, blending humor, drama, and rich descriptions of its setting. (This is an automatically generated summary.)",3
Az arany ember (1. rész): Regény,"Jókai, Mór","""Az arany ember (1. rész)"" by Mór Jókai is a novel published in 1872. When the steamship Szent Borbála navigates the treacherous Danube, shipmaster Timár Mihály encounters deadly storms, Turkish warships, and mysterious passengers. After rescuing a Turkish treasurer's daughter and inheriting a hidden fortune, Timár must navigate both river perils and human greed. He also discovers an enchanted island inhabited by refugees from society, where a beautiful young woman named Noémi lives in exile with her mother. (This is an automatically generated summary.)",3
Rákóczy fia: Regény,"Jókai, Mór","""Rákóczy fia: Regény"" by Mór Jókai is a historical novel written in the late 19th century. The story is set in the context of the struggles and tribulations of two sons of Prince Rákóczi, who find themselves captured and brought to Vienna during a tumultuous period. The narrative revolves around their upbringing and education, primarily focusing on the character of Giorgio Giunchi, the younger son, and the various influences surrounding him.  The opening of the novel introduces Rákóczi's two sons, who were taken captive as children and brought to Vienna. While their mother resides in a monastery, Giorgio and his older brother receive a careful education tailored to their noble status. As the story unfolds, Giorgio's character is showcased through his interactions during examinations and with his tutors, revealing a mix of youthful exuberance and the struggles of his identity as the son of a nobleman in exile. The complexities of their upbringing, particularly Giorgio’s efforts to understand his roots amidst a backdrop of political turmoil, set the stage for deeper explorations of loyalty, identity, and the pursuit of freedom throughout the narrative. (This is an automatically generated summary.)",3
"A három márványfej: Regény, kritikával elegy","Jókai, Mór","""A három márványfej: Regény, kritikával elegy"" by Mór Jókai is a novel written in the late 19th century. This work intriguingly blends fiction with critique as it explores thematic elements surrounding religion and culture. The narrative is set against a backdrop involving characters such as the three biblical figures Shadrach, Meshach, and Abednego, who find themselves at a significant intersection of history and faith in Dalmatia during the era of the Crusades.  The opening of the novel sets a unique stage by introducing the three fiery saints, who are being honored in a monastery, and posing questions about their historical and cultural significance. The story begins with a critical dialogue regarding the meaning behind the title and the essence of the characters involved, weaving in the complexities of faith and identity. The setting is vividly described, focusing on the contrasting landscapes of Branta Valley, setting up the narrative to delve into discussions of history, spirituality, and personal struggles against both external and internal challenges. (This is an automatically generated summary.)",3
Arab regék (2. kötet),,"""Arab regék (2. kötet)"" by Mihály Vörösmarty is a narrative work likely written in the mid-19th century. The book explores themes of wealth, friendship, and the consequences of extravagance through the character of Abu Hasszán, a young man who inherits a fortune and decides to indulge in a life of lavish spending, only to face the harsh realities of poverty when his riches run out.   At the start of the story, we are introduced to Abu Hasszán and his wealthy father, a merchant in Baghdad. After his father's death, Abu Hasszán inherits his father's vast fortunes but quickly squanders them in a pursuit of pleasure and companionship, entertaining friends with extravagant feasts and entertainment. As his funds deplete, he realizes the fickleness of those friendships built on wealth, leading to his isolation and despair. The narrative sets the stage for Abu Hasszán's journey of self-discovery and the intriguing events that follow, including a fateful encounter with a disguised caliph. (This is an automatically generated summary.)",3
Fekete gyémántok,"Jókai, Mór","""Fekete gyémántok"" by Mór Jókai is a novel written in the late 19th century. The book seems to explore themes of creation and the evolution of life on Earth through a blend of fantasy and scientific concepts, as it recounts a dramatic depiction of prehistoric existence, touching on geological formations, ancient organisms, and the eventual emergence of humanity.   At the start of the narrative, the reader is introduced to a world from the distant past, where the earth is an untamed wilderness and prehistoric creatures roam freely. The prose outlines the creation of the world, the layers of geological history, and vividly describes the flora and fauna that existed long before human beings. As the tale progresses, it transitions from the grand features of nature and the life that once dominated it to a focus on a solitary man who navigates the dark, perilous depths of a coal mine, battling both the physical dangers of mining as well as profound existential concerns about life and death in this haunting, subterranean realm. (This is an automatically generated summary.)",3
Besztercze ostroma,"Mikszáth, Kálmán","""Besztercze ostroma"" by Kálmán Mikszáth is a novel first published in 1894.

Count Pongrácz István lives as a medieval warlord in 19th-century Hungary, maintaining his own army and ruling by ancient customs. When his purchased ""lady"" Estella escapes with a former servant, the eccentric count prepares to besiege the city harboring them. Meanwhile, orphaned Apolka becomes entangled in family disputes and eventually arrives at Nedec Castle as a hostage, where her presence unexpectedly transforms the count's strange world and threatens his singular devotion to the past. (This is an automatically generated summary.)",3
A Noszty fiu esete Tóth Marival (2. kötet),"Mikszáth, Kálmán","""A Noszty fiú esete Tóth Marival (2. kötet)"" by Kálmán Mikszáth is a novel written in the early 20th century. The story takes place in a rural Hungarian setting and seems to revolve around the social dynamics and romantic entanglements of its characters. The central figures include Noszty, a young man, and Tóth Mari, who is caught up in the intricacies of love and societal expectations, which likely leads to humorous and poignant situations throughout the narrative.  The opening of the novel introduces a lively gathering at a vineyard, filled with familiar characters engaging in light-hearted banter. We see the Velkovics family and their acquaintances preparing for the grape harvest, which sets the stage for unfolding relationships and tensions. Tóth Mari is depicted as being particularly affected by recent events, hinting at deeper emotional developments as the vineyard festivities progress. There is suspicion and intrigue surrounding her interactions, especially with the rumored presence of a brigand known as Patkó, which adds a layer of suspense to the social atmosphere. As the characters navigate their relationships and miscommunications, the opening suggests a blend of comedy, drama, and romance in their stories. (This is an automatically generated summary.)",3
Vadon virágai,"Jókai, Mór","""Vadon virágai"" by Mór Jókai is a novel written in the late 19th century. Set in a barren mountain valley in Hungary, this story explores themes of loss, abandonment, and the echoes of past glory through the tragic history of a once-vibrant land and its fading inhabitants. The narrative introduces Barlavit, a fallen hero whose legacy haunts the landscape, and his descendant, Adonis, whose unrequited love and despair drive the plot forward.  At the start of the novel, the setting is described in vivid detail, emphasizing the desolation of a lonesome valley that was once thriving but is now devoid of life. The young Adonis, the only surviving descendant of Barlavit, is depicted in a state of melancholy as he yearns for the love of a girl living in a silent, neglected mansion nearby. The eerie connection between the past and present is established through the mention of Márcze Záre, a mysterious figure tied to dark legends who seems to hold the key to the valley's past heartaches. The opening sets a somber tone, hinting at tumultuous events and the struggles of love, fate, and the inexorable passage of time. (This is an automatically generated summary.)",3
Szegény gazdagok: Regény,"Jókai, Mór","""Szegény gazdagok: Regény"" by Mór Jókai is a novel written in 1860. The story interweaves the tale of a masked bandit called Fatia Negra with that of a wealthy moneylending family. When young Henriette is forced into marriage with the mysterious Baron Hátszegi despite her love for another, dark secrets begin to surface. The baron's unexplained disappearances, a counterfeiting ring hidden in mountain caves, and dangerous jealousies converge in this tale of coercion, hidden identities, and forbidden romance. (This is an automatically generated summary.)",3
Vezető elmék: Irodalmi karcolatok,"Ambrus, Zoltán","""Vezető elmék: Irodalmi karcolatok"" by Zoltán Ambrus is a collection of literary essays written in the early 20th century. The book features an exploration of various influential literary figures, with a specific focus on Charles Dickens, Honoré de Balzac, Gustave Flaubert, and the Goncourt brothers. Through critical analysis, the author likely examines their contributions, themes, and the evolution of literary styles, offering readers insight into the world of literature during that period.  The beginning of the collection delves into the legacy of Dickens, emphasizing the emotional depth and moral themes prevalent in his works, such as kindness and humanity. Ambrus critiques how Dickens's storytelling lacks a central guiding theme compared to contemporary authors who often focus on specific societal issues. The opening also sets the tone for a broader discussion on the changes in literary craftsmanship, appreciating Dickens's enduring popularity while acknowledging the shift towards more thematic and problem-oriented storytelling in modern literature. (This is an automatically generated summary.)",3
Szent Péter esernyője,"Mikszáth, Kálmán","""Szent Péter esernyője"" by Kálmán Mikszáth is a novel published in 1895. When a mysterious red umbrella appears over an orphaned infant during a rainstorm, villagers declare it a miracle from Saint Peter himself. The relic brings fortune to the girl's guardian, but years later, a lawyer arrives searching for the same umbrella—believing it contains the key to his father's hidden inheritance. As their paths intertwine, secrets of love, deception, and destiny unfold across the Hungarian highlands. (This is an automatically generated summary.)",4
Célszerű szegény emberek,"Tömörkény, István","""Célszerű szegény emberek"" by István Tömörkény is a collection of narratives written in the early 20th century. The work explores the lives of humble individuals, particularly focusing on the human condition, social issues, and the experiences of the rural poor. Tömörkény’s writing is notable for its empathy towards the marginalised and its reflection of the Hungarian landscape and society.  At the start of the collection, we are introduced to a scene in a public garden where an old beggar cleverly navigates the rules prohibiting direct begging by pretending to greet passersby instead. Described as a former soldier adorned with a medal of questionable authenticity, the beggar presents a façade of dignity while engaging in the hardships of poverty. The narrative delves into a conversation he has with another old man, who shares the struggles faced by his family, particularly the health of his wife and the absence of his son who works far away. This poignant interaction highlights themes of loss, resilience, and the harsh realities of life for the poor, setting the tone for the stories to come. (This is an automatically generated summary.)",4
"Szabadság a hó alatt, vagy: A zöld könyv: Történelmi regény","Jókai, Mór","""Szabadság a hó alatt, vagy: A zöld könyv"" by Mór Jókai is a historical novel written in the late 19th century. The narrative immerses readers in a tense atmosphere filled with intriguing characters, highlighting themes of freedom and conflict against a backdrop of snow-covered landscapes and military movements. The story seems to revolve around two main characters—one a noble warrior following a trail of blood and roses, and the other a man embarking on a journey for an undisclosed purpose, hinting at the intertwining paths their destinies may take.  The opening of the novel sets a stark scene in a snowy forest, where a group of Cossack cavalry is seen transporting a bound figure along the trail. This haunting image leads to a character who forages for blood drops that transform into roses against the white snow, suggesting underlying themes of sacrifice and beauty amid brutality. As the narration unfolds, it juxtaposes the solitary quest of another man seemingly searching for something deeper, creating an air of mystery concerning their upcoming encounter. The passage hints at a significant event or revelation waiting to occur as the paths of these characters converge, hinting at the exploration of freedom amidst oppression and the complex nature of their journeys. (This is an automatically generated summary.)",4
Hétfalusi csángó népmesék; Magyar népköltési gyüjtemény 10. kötet,,"""Hétfalusi csángó népmesék; Magyar népköltési gyüjtemény 10. kötet"" by Antal Horger is a collection of folk tales written in the early 20th century. The work focuses on the rich tradition of storytelling among the Hétfalusi Csángós, a Hungarian minority group residing in Romania. This volume aims to preserve their cultural heritage through captivating narratives filled with elements of magic, morality, and the struggles of the human condition.  The beginning of the collection introduces the context of the tales and the environment from which they originate. It includes a foreword that explains the significance of collecting these stories, emphasizing the ongoing importance of folk traditions. Following this, an introduction provides background information on the Hétfalusi Csángós, detailing their unique history and cultural traits. The stories commence with a tale about a king, his enchanted bird that lays golden eggs, and his sons who navigate family intrigue and danger, setting the tone for the magical and adventurous narratives to follow. This initial narrative hints at themes of betrayal, loyalty, and courage, engaging the reader to delve deeper into the collection. (This is an automatically generated summary.)",4
Nagyvárosi képek: Tollrajzok,"Ambrus, Zoltán","""Nagyvárosi képek: Tollrajzok"" by Zoltán Ambrus is a collection of literary sketches likely written during the early 20th century. The work captures the essence of urban life in Budapest, focusing on the juxtaposition between the bustling high society and the inner reflections of the narrator. Through vivid imagery and a philosophical lens, the book delves into themes of alienation and the search for meaning amidst the distractions of modern life.  At the start of the collection, the narrator finds himself at a horse race, surrounded by the thrill and excitement of the crowd, yet feels an internal disconnect. He contemplates the superficiality of the events unfolding around him and questions his own motivations for being there. This inner monologue reveals his struggle between the allure of societal pleasures and his own melancholic introspection, ultimately highlighting his awareness of the fleeting nature of joy and the serenity found in the simple pleasures of life. As he observes the horses and the people, he reflects on deeper existential questions, setting the tone for the philosophical explorations that will continue throughout the work. (This is an automatically generated summary.)",4
Magyar írók: Irodalmi arcképek és tollrajzok,"Schöpflin, Aladár","""Magyar írók: Irodalmi arcképek és tollrajzok"" by Aladár Schöpflin is a collection of literary portraits and sketches written in the early 20th century. The work delves into the lives and contributions of notable Hungarian writers, exploring their significance in the context of Hungarian literature and society. Through these essays, Schöpflin reflects on the dynamic nature of literary development in Hungary, drawing attention to the societal influences that shape literary expression.  The opening of the text presents the author's preface, in which Schöpflin outlines the origins of the essays compiled in this collection. He explains that these pieces were initially written for literary magazines and occasions such as the anniversaries or deaths of significant writers. The preface offers insights into his perspectives on literature, emphasizing its organic connection to national life and urging a more profound understanding of the writers' individual experiences and societal contexts. Schöpflin articulates his desire to bridge the gaps between different generations of writers, suggesting that understanding and appreciating these relationships is essential for the appreciation of Hungarian literature as a whole. (This is an automatically generated summary.)",4
A gazdag szegények: Regény,"Jókai, Mór","""A gazdag szegények: Regény"" by Mór Jókai is a novel written in the late 19th century. The story likely explores themes of social class and the contrasting lives of rich and poor individuals, centering on the experiences of its main character, a young woman from the countryside who has come to Budapest seeking work. As the narrative unfolds, the disparity between wealth and poverty becomes evident, setting the stage for character development and social commentary.  The beginning of the novel introduces us to a frozen Budapest, where a heavy snowstorm has caused travel delays at a train station. Here, we meet a variety of characters, including a vigilant detective and a dog named Vigyázz, as they await the arrival of a delayed train. Among the passengers is a young woman who has just arrived in the city, carrying her belongings and a determination to find work as a seamstress. She is taken under the wing of a compassionate railway worker named Ádám, who offers her a place to stay with his wife, Zsuzsa. Their interactions hint at the struggles and relationships that will develop throughout the story, showcasing the challenges faced by those trying to navigate life in an unfamiliar city.  (This is an automatically generated summary.)",4
Görbe tükör,"Karinthy, Frigyes","""Görbe tükör"" by Frigyes Karinthy is a satirical work written in the early 20th century. This unique piece blends elements of literature, social commentary, and humor, using its diverse chapters to explore various aspects of society ranging from literary culture to scientific phenomena. The characters include notable figures and archetypes from literary history, as well as original creations woven into an elaborate narrative that reflects on the human condition.  The opening of the book presents a vibrant scene in a literary café in New York, where conversations about art, culture, and the nature of creativity unfold amidst a lively atmosphere. A character named Ádám, who represents a provincial editor, engages with Lucifer, a symbolic figure encompassing various philosophical ideas. Through their dialogue, they critique contemporary social dynamics and artistic pretensions, setting the stage for a broader exploration of life's absurdities and human follies that unfolds throughout the text. The tone is playful yet thought-provoking, inviting readers to delve deeper into Karinthy's insights on society and the literary world. (This is an automatically generated summary.)",4
Századunk magyar irodalma képekben: Széchenyi föllépésétől a kiegyezésig,"Endrődi, Sándor","""Századunk magyar irodalma képekben: Széchenyi föllépésétől a kiegyezésig"" by Endrődi Sándor is a historical account written in the late 19th century. The book provides an overview of Hungarian literature from the period of Széchenyi's emergence as a national figure to the Compromise that defined Hungary's status in the Austro-Hungarian Empire. The work aims to enliven the somewhat dry material of literary history, making it accessible to the general public, particularly targeting the youth and women.  The opening of the book presents an introduction where the author reflects on the significance of the time period covered and the challenges of addressing such a vast subject within the constraints of a single volume. Endrődi expresses his concerns about adequately capturing the literary movements and influential figures that emerged during a dynamic and transformative era in Hungary, characterized by political struggles and the fight for national identity. He emphasizes the importance of literature as a refuge and a means of expression for the Hungarian people, who faced multiple societal and political adversities, highlighting Széchenyi's pivotal role in shaping national consciousness through literature and reform initiatives. (This is an automatically generated summary.)",4
Hagyományok (1. kötet),"Kálmány, Lajos","""Hagyományok (1. kötet)"" by Lajos Kálmány is a collection of folk tales and related narratives written in the early 20th century. The book focuses on Hungarian cultural traditions and folk stories, exploring various characters and themes from folklore, likely through the lens of local history and customs.   The opening of this work introduces readers to a series of folk tales, starting with a story about three brothers, each named after different grains. The narrative follows their journeys, exploring themes of bravery, strength, and identity, as they engage in various quests and face familial challenges. The dialogue-heavy storytelling captures the essence of folk traditions, emphasizing the oral storytelling style, and sets the stage for a collection that intertwines humor, lessons, and the supernatural characteristic of folk tales. (This is an automatically generated summary.)",4
Drakula: angol regény,"Stoker, Bram","""Drakula: angol regény"" by Bram Stoker is a Gothic horror novel published in 1897. Told through letters, diary entries, and newspaper articles, it follows solicitor Jonathan Harker's terrifying encounter with Count Dracula in Transylvania. When the vampire Count flees to England and begins stalking victims in Whitby, a small group led by Professor Abraham Van Helsing must hunt him down. This seminal work of vampire fiction explores themes of Victorian society while creating one of literature's most iconic monsters. (This is an automatically generated summary.)",4
Törpék és óriások,"Ambrus, Zoltán","""Törpék és óriások"" by Zoltán Ambrus is a fictional work written in the early 20th century. The narrative centers around Algernon Arnold, a poet whose marriage to the seemingly naïve and simple Mrs. Arnold (referred to as ""Vadvirág"") is juxtaposed against the backdrop of literary greatness and societal expectations. The story explores themes of love, artistic temperament, and the inherent complexities of human relationships.  The opening of the book introduces us to the troubled marriage of Algernon Arnold and his wife, who struggles to comprehend the depth of his poetic soul. Despite her beauty and kindness, Mrs. Arnold's straightforward nature contrasts sharply with her husband's lofty idealism and creative aspirations. The narrative hints at Algernon's internal conflicts as he balances his poetic ambitions with the emotional demands of his marriage. As he tries to explain his worldview to Vadvirág, their misunderstandings highlight the tragic disconnect between them, setting the stage for the exploration of relationships plagued by miscommunication and the impact of societal roles on personal happiness. (This is an automatically generated summary.)",4
Förgeteg János mint közerő és más elbeszélések,"Tömörkény, István","""Förgeteg János mint közerő és más elbeszélések"" by István Tömörkény is a collection of short stories written in the early 20th century. The book likely showcases the rural life and characters of Hungary, exploring themes of everyday struggles, social interactions, and the humorous or absurd situations faced by its protagonists. The main character introduced is Förgeteg János, a farmer depicted with a blend of laziness and cunning, whose interactions with others reveal the intricacies of peasant life.  The opening of the narrative follows Förgeteg János as he wakes up in his humble abode, revealing his reluctance to engage with the outside world. As János eventually stirs, he receives a summons from Koszó, the ""pusztázó,"" signaling a shift from his comfortable slumber to the responsibilities of rural labor. János feigns indifference and refuses immediate action, showcasing his character's typical laziness. This sets the stage for his eventual departure to work, leading to a series of comedic misadventures as he prepares to leave his home. The introductory scenes already hint at the underlying humor and sociocultural commentary that will permeate the stories in this collection. (This is an automatically generated summary.)",4
A fáklya,"Móricz, Zsigmond","""A fáklya"" by Zsigmond Móricz is a novel written in the early 20th century. The story appears to center around a young clergyman named Miklós Matolcsy as he embarks on his new role in a rural village, navigating the challenges of his position and the complexities of the people he serves. The narrative explores themes of idealism, duty, and the harsh realities faced by those in pastoral roles.  The opening of the work sets a sweltering summer scene, introducing Matolcsy and his interactions with the local community, including his congregants and his new home. Initial excitement surrounds the arrival of the new priest, but it quickly transitions into tension as Matolcsy grapples with the disillusionment of his expectations faced with the realities of rural life. He is depicted as a well-meaning but naïve figure, whose desire to serve his flock is complicated by the local customs and the lurking suspicion of corruption surrounding the process of his appointment. As he witnesses the villagers' jubilant reception contrasted by his internal struggles, the stage is set for profound character development driven by the hardships of his calling. (This is an automatically generated summary.)",4
A falu jegyzője (2. kötet): Regény,"Eötvös, József, báró","""A falu jegyzője (2. kötet): Regény"" by báró József Eötvös is a novel published in 1845. Set in an imaginary Hungarian county, this social panorama follows village notary Tengelyi Sámuel as he becomes entangled in a web of stolen documents, political intrigue, and false accusations. When ambitious conspirators plot to destroy his reputation and influence, an outlaw named Viola risks everything to help him. Through interweaving storylines of corruption, injustice, and rebellion, Eötvös delivers a scathing critique of Hungary's county administration system and aristocratic rule. (This is an automatically generated summary.)",4
